acute_load,chronic_load,acwr,monotony,strain,week_over_week_change,acwr_trend,weeks_above_threshold,distance_from_baseline,previous_week_acwr,two_weeks_ago_acwr,recent_injury,age,age_group,experience_years,experience_level,baseline_weekly_miles,athlete_id,week,injured
0.26316120374664775,0.2877250599376363,-0.007334178995011629,-0.3782420413521334,-0.29866445669469144,-0.08658366680317064,0.005464534259561685,-0.46530509980998297,-0.09369720346310115,-1.3242294580295613,-1.2424910937883353,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,1,False
0.4588913134740969,0.4017011535375865,0.08209891340237824,1.2382397067090922,0.9960974620231121,-0.05765426824784565,0.07804670692606798,-0.46530509980998297,-0.07471478852324759,0.04207285776230285,-1.2424910937883353,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,2,False
1.2977346408774506,0.7653391664517137,0.46678165932044396,-4.809978768515848e-05,0.2351816890744132,0.02252149346262649,0.3176656304934396,0.718509995112942,-0.00865136874776937,0.12928364387667712,0.0953921398163686,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,3,False
0.505493720552061,0.7164922691945923,-0.10508662882471688,0.09502934778038621,0.10551994254092124,-0.1546314344741867,-0.45865273732281797,-0.46530509980998297,-0.08971993557094135,0.5044074797726809,0.18078894196134968,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,4,False
0.27248168516224053,0.7192059857088766,-0.28755786850683324,0.09932568231488,0.03687771653572486,-0.11604879496137205,-0.14262560408016273,-0.46530509980998297,-0.11134282861845797,-0.053250559618524894,0.5481102037129096,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,5,False
0.5241346833832465,0.7382020013088685,-0.10408660376252049,0.1155442487339516,0.1281404059392509,-0.049628693164755495,0.15436627364974126,-0.46530509980998297,-0.08812902841407745,-0.2311876053960699,0.0020514490997613254,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,6,False
0.8410310515134026,0.6052298921089266,0.24307034573929,0.6346485375225048,0.7359096435928739,-0.04695145046730414,0.28721041797735886,-0.46530509980998297,-0.06350357819726833,-0.05227538399314567,-0.17218450690457215,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,7,False
0.4216093878117258,0.5808064434803657,-0.08474403797617779,0.5851980368760207,0.4588490917485642,-0.13078135904047272,-0.2605832961752366,-0.46530509980998297,-0.10065742227438076,0.28625512702387734,0.003006341076401722,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,8,False
0.6080190161235821,0.6785002379946087,4.012862372054267e-05,1.0514433177794498,0.9633134852405802,-0.061770927301527376,0.07427372842446409,-0.46530509980998297,-0.08310982836988703,-0.033413458027302854,0.33449541894626783,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,9,False
-0.09101709004587943,0.4993949480518298,-0.47168179129846255,0.11578076054282171,-0.06702719767950491,-0.16988821761693376,-0.3773758766504273,-0.46530509980998297,-0.14319209278775635,0.049263922582260054,0.021475939064727535,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,10,False
0.40296842498053986,0.37185027188045683,0.05546711154473177,0.27017816636758546,0.2078777786641892,0.010346444448291843,0.43328841534723794,-0.46530509980998297,-0.10036332852179151,-0.4107362670678539,0.10243363051955127,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,11,False
-0.13761949712384353,0.20902728102338497,-0.3486628638347945,0.057520992740469006,-0.1110777945010303,-0.15939217283195703,-0.32251955827712664,-0.46530509980998297,-0.1446062324827465,0.10331361071124243,-0.34799855719959966,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,12,False
-0.26810623694214303,-0.04606207131936106,-0.3057468300978644,0.08810436308070445,-0.13541074075818196,-0.11334118859007786,0.040294359409903696,-0.46530509980998297,-0.15485057105353497,-0.290774214057521,0.15535908537206608,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,13,False
-0.2960676811889214,-0.10576383463362063,-0.2899376875260419,0.0015889621251120186,-0.18069952432331798,-0.09314497369200722,0.018294929419764433,-0.46530509980998297,-0.15726451977421,-0.24892459286273927,-0.23053171436671954,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,14,False
-0.0630556457991009,-0.24144966034784734,0.1757097987146109,0.8936844560491489,0.36056278739160674,-0.030161080968316923,0.3833750519666522,-0.46530509980998297,-0.135458516330779,-0.23350828873499452,-0.18955256510958265,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,15,False
0.17927687100631234,-0.14918329886217316,0.3775884714333147,0.2335670694913013,0.09606465735570403,-0.04023180133077317,0.16930537089132422,-0.46530509980998297,-0.1083050701040584,0.22056840970660843,-0.17445692004020646,-1.2675987779416824,0.5545408514400201,0.04400775323248573,0.22554618774857127,-1.220606940947211,-0.5424610661917016,ATH001,16,False
